gesture_1,gesture_2,gesture_3,next_action
three,four,three2,DELIM
three,four,three3,DELIM
three,four,four,DELIM
three,four,point,rotate_left
three,four,one_left,rotate_left
three,four,hand_left,rotate_left
three,four,one_right,rotate_right
three,four,hand_right,rotate_right
three,four,thumb_index,forward
three,four,thumb_left,rotate_left
three,four,thumb_right,rotate_right
three,four,thumb_down,backward
three,four,middle_finger,backward
three,four,dislike,backward
three,four,like,forward
three,four,rock,rotate_right
three,point,palm,STOP
three,point,fist,STOP
three,point,stop,STOP
three,point,little_finger,rotate_left*1
three,point,peace,rotate_left*2
three,point,three,rotate_left*3
three,point,three2,rotate_left*3
three,point,three3,rotate_left*3
three,point,four,rotate_left*4
three,point,point,rotate_left
three,point,one_left,rotate_left
three,point,hand_left,rotate_left
three,point,one_right,rotate_right
three,point,hand_right,rotate_right
three,point,thumb_index,forward
three,point,thumb_left,rotate_left
three,point,thumb_right,rotate_right
three,point,thumb_down,backward
three,point,middle_finger,backward
three,point,dislike,backward
three,point,like,forward
three,point,rock,rotate_right
three,one_left,palm,STOP
three,one_left,fist,STOP
three,one_left,stop,STOP
three,one_left,little_finger,rotate_left*1
three,one_left,peace,rotate_left*2
three,one_left,three,rotate_left*3
three,one_left,three2,rotate_left*3
three,one_left,three3,rotate_left*3
three,one_left,four,rotate_left*4
three,one_left,point,rotate_left
three,one_left,one_left,rotate_left
three,one_left,hand_left,rotate_left
three,one_left,one_right,rotate_right
three,one_left,hand_right,rotate_right
three,one_left,thumb_index,forward
three,one_left,thumb_left,rotate_left
three,one_left,thumb_right,rotate_right
three,one_left,thumb_down,backward
three,one_left,middle_finger,backward
three,one_left,dislike,backward
three,one_left,like,forward
three,one_left,rock,rotate_right
three,hand_left,palm,STOP
three,hand_left,fist,STOP
three,hand_left,stop,STOP
three,hand_left,little_finger,rotate_left*1
three,hand_left,peace,rotate_left*2
three,hand_left,three,rotate_left*3
three,hand_left,three2,rotate_left*3
three,hand_left,three3,rotate_left*3
three,hand_left,four,rotate_left*4
three,hand_left,point,rotate_left
three,hand_left,one_left,rotate_left
three,hand_left,hand_left,rotate_left
three,hand_left,one_right,rotate_right
three,hand_left,hand_right,rotate_right
three,hand_left,thumb_index,forward
three,hand_left,thumb_left,rotate_left
three,hand_left,thumb_right,rotate_right
three,hand_left,thumb_down,backward
three,hand_left,middle_finger,backward
three,hand_left,dislike,backward
three,hand_left,like,forward
three,hand_left,rock,rotate_right
three,one_right,palm,STOP
three,one_right,fist,STOP
three,one_right,stop,STOP
three,one_right,little_finger,rotate_right*1
three,one_right,peace,rotate_right*2
three,one_right,three,rotate_right*3
three,one_right,three2,rotate_right*3
three,one_right,three3,rotate_right*3
three,one_right,four,rotate_right*4
three,one_right,point,rotate_left
three,one_right,one_left,rotate_left
three,one_right,hand_left,rotate_left
three,one_right,one_right,rotate_right
three,one_right,hand_right,rotate_right
three,one_right,thumb_index,forward
three,one_right,thumb_left,rotate_left
three,one_right,thumb_right,rotate_right
three,one_right,thumb_down,backward
three,one_right,middle_finger,backward
three,one_right,dislike,backward
three,one_right,like,forward
three,one_right,rock,rotate_right
three,hand_right,palm,STOP
three,hand_right,fist,STOP
three,hand_right,stop,STOP
three,hand_right,little_finger,rotate_right*1
three,hand_right,peace,rotate_right*2
three,hand_right,three,rotate_right*3
three,hand_right,three2,rotate_right*3
three,hand_right,three3,rotate_right*3
three,hand_right,four,rotate_right*4
three,hand_right,point,rotate_left
three,hand_right,one_left,rotate_left
three,hand_right,hand_left,rotate_left
three,hand_right,one_right,rotate_right
three,hand_right,hand_right,rotate_right
three,hand_right,thumb_index,forward
three,hand_right,thumb_left,rotate_left
three,hand_right,thumb_right,rotate_right
three,hand_right,thumb_down,backward
three,hand_right,middle_finger,backward
three,hand_right,dislike,backward
three,hand_right,like,forward
three,hand_right,rock,rotate_right
three,thumb_index,palm,STOP
three,thumb_index,fist,STOP
three,thumb_index,stop,STOP
three,thumb_index,little_finger,forward*1
three,thumb_index,peace,forward*2
three,thumb_index,three,forward*3
three,thumb_index,three2,forward*3
three,thumb_index,three3,forward*3
three,thumb_index,four,forward*4
three,thumb_index,point,rotate_left
three,thumb_index,one_left,rotate_left
three,thumb_index,hand_left,rotate_left
three,thumb_index,one_right,rotate_right
three,thumb_index,hand_right,rotate_right
three,thumb_index,thumb_index,forward
three,thumb_index,thumb_left,rotate_left
three,thumb_index,thumb_right,rotate_right
three,thumb_index,thumb_down,backward
three,thumb_index,middle_finger,backward
three,thumb_index,dislike,backward
three,thumb_index,like,forward
three,thumb_index,rock,rotate_right
three,thumb_left,palm,STOP
three,thumb_left,fist,STOP
three,thumb_left,stop,STOP
three,thumb_left,little_finger,rotate_left*1
three,thumb_left,peace,rotate_left*2
three,thumb_left,three,rotate_left*3
three,thumb_left,three2,rotate_left*3
three,thumb_left,three3,rotate_left*3
three,thumb_left,four,rotate_left*4
three,thumb_left,point,rotate_left
three,thumb_left,one_left,rotate_left
three,thumb_left,hand_left,rotate_left
three,thumb_left,one_right,rotate_right
three,thumb_left,hand_right,rotate_right
three,thumb_left,thumb_index,forward
three,thumb_left,thumb_left,rotate_left
three,thumb_left,thumb_right,rotate_right
three,thumb_left,thumb_down,backward
three,thumb_left,middle_finger,backward
three,thumb_left,dislike,backward
three,thumb_left,like,forward
three,thumb_left,rock,rotate_right
three,thumb_right,palm,STOP
three,thumb_right,fist,STOP
three,thumb_right,stop,STOP
three,thumb_right,little_finger,rotate_right*1
three,thumb_right,peace,rotate_right*2
three,thumb_right,three,rotate_right*3
three,thumb_right,three2,rotate_right*3
three,thumb_right,three3,rotate_right*3
three,thumb_right,four,rotate_right*4
three,thumb_right,point,rotate_left
three,thumb_right,one_left,rotate_left
three,thumb_right,hand_left,rotate_left
three,thumb_right,one_right,rotate_right
three,thumb_right,hand_right,rotate_right
three,thumb_right,thumb_index,forward
three,thumb_right,thumb_left,rotate_left
three,thumb_right,thumb_right,rotate_right
three,thumb_right,thumb_down,backward
three,thumb_right,middle_finger,backward
three,thumb_right,dislike,backward
three,thumb_right,like,forward
three,thumb_right,rock,rotate_right
three,thumb_down,palm,STOP
three,thumb_down,fist,STOP
three,thumb_down,stop,STOP
three,thumb_down,little_finger,backward*1
three,thumb_down,peace,backward*2
three,thumb_down,three,backward*3
three,thumb_down,three2,backward*3
three,thumb_down,three3,backward*3
three,thumb_down,four,backward*4
three,thumb_down,point,rotate_left
three,thumb_down,one_left,rotate_left
three,thumb_down,hand_left,rotate_left
three,thumb_down,one_right,rotate_right
three,thumb_down,hand_right,rotate_right
three,thumb_down,thumb_index,forward
three,thumb_down,thumb_left,rotate_left
three,thumb_down,thumb_right,rotate_right
three,thumb_down,thumb_down,backward
three,thumb_down,middle_finger,backward
three,thumb_down,dislike,backward
three,thumb_down,like,forward
three,thumb_down,rock,rotate_right
three,middle_finger,palm,STOP
three,middle_finger,fist,STOP
three,middle_finger,stop,STOP
three,middle_finger,little_finger,backward*1
three,middle_finger,peace,backward*2
three,middle_finger,three,backward*3
three,middle_finger,three2,backward*3
three,middle_finger,three3,backward*3
three,middle_finger,four,backward*4
three,middle_finger,point,rotate_left
three,middle_finger,one_left,rotate_left
three,middle_finger,hand_left,rotate_left
three,middle_finger,one_right,rotate_right
three,middle_finger,hand_right,rotate_right
three,middle_finger,thumb_index,forward
three,middle_finger,thumb_left,rotate_left
three,middle_finger,thumb_right,rotate_right
three,middle_finger,thumb_down,backward
three,middle_finger,middle_finger,backward
three,middle_finger,dislike,backward
three,middle_finger,like,forward
three,middle_finger,rock,rotate_right
three,dislike,palm,STOP
three,dislike,fist,STOP
three,dislike,stop,STOP
three,dislike,little_finger,backward*1
three,dislike,peace,backward*2
three,dislike,three,backward*3
three,dislike,three2,backward*3
three,dislike,three3,backward*3
three,dislike,four,backward*4
three,dislike,point,rotate_left
three,dislike,one_left,rotate_left
three,dislike,hand_left,rotate_left
three,dislike,one_right,rotate_right
three,dislike,hand_right,rotate_right
three,dislike,thumb_index,forward
three,dislike,thumb_left,rotate_left
three,dislike,thumb_right,rotate_right
three,dislike,thumb_down,backward
three,dislike,middle_finger,backward
three,dislike,dislike,backward
three,dislike,like,forward
three,dislike,rock,rotate_right
three,like,palm,STOP
three,like,fist,STOP
three,like,stop,STOP
three,like,little_finger,forward*1
three,like,peace,forward*2
three,like,three,forward*3
three,like,three2,forward*3
three,like,three3,forward*3
three,like,four,forward*4
three,like,point,rotate_left
three,like,one_left,rotate_left
three,like,hand_left,rotate_left
three,like,one_right,rotate_right
three,like,hand_right,rotate_right
three,like,thumb_index,forward
three,like,thumb_left,rotate_left
three,like,thumb_right,rotate_right
three,like,thumb_down,backward
three,like,middle_finger,backward
three,like,dislike,backward
three,like,like,forward
three,like,rock,rotate_right
three,rock,palm,STOP
three,rock,fist,STOP
three,rock,stop,STOP
three,rock,little_finger,rotate_right*1
three,rock,peace,rotate_right*2
three,rock,three,rotate_right*3
three,rock,three2,rotate_right*3
three,rock,three3,rotate_right*3
three,rock,four,rotate_right*4
three,rock,point,rotate_left
three,rock,one_left,rotate_left
three,rock,hand_left,rotate_left
three,rock,one_right,rotate_right
three,rock,hand_right,rotate_right
three,rock,thumb_index,forward
three,rock,thumb_left,rotate_left
three,rock,thumb_right,rotate_right
three,rock,thumb_down,backward
three,rock,middle_finger,backward
three,rock,dislike,backward
three,rock,like,forward
three,rock,rock,rotate_right
three2,palm,palm,STOP
three2,palm,fist,STOP
three2,palm,stop,STOP
three2,palm,little_finger,STOP
three2,palm,peace,STOP
three2,palm,three,STOP
three2,palm,three2,STOP
three2,palm,three3,STOP
three2,palm,four,STOP
three2,palm,point,STOP
three2,palm,one_left,STOP
three2,palm,hand_left,STOP
three2,palm,one_right,STOP
three2,palm,hand_right,STOP
three2,palm,thumb_index,STOP
three2,palm,thumb_left,STOP
three2,palm,thumb_right,STOP
three2,palm,thumb_down,STOP
three2,palm,middle_finger,STOP
three2,palm,dislike,STOP
three2,palm,like,STOP
three2,palm,rock,STOP
three2,fist,palm,STOP
three2,fist,fist,STOP
three2,fist,stop,STOP
three2,fist,little_finger,STOP
three2,fist,peace,STOP
three2,fist,three,STOP
three2,fist,three2,STOP
three2,fist,three3,STOP
three2,fist,four,STOP
three2,fist,point,STOP
three2,fist,one_left,STOP
three2,fist,hand_left,STOP
three2,fist,one_right,STOP
three2,fist,hand_right,STOP
three2,fist,thumb_index,STOP
three2,fist,thumb_left,STOP
three2,fist,thumb_right,STOP
three2,fist,thumb_down,STOP
three2,fist,middle_finger,STOP
three2,fist,dislike,STOP
three2,fist,like,STOP
three2,fist,rock,STOP
three2,stop,palm,STOP
three2,stop,fist,STOP
three2,stop,stop,STOP
three2,stop,little_finger,STOP
three2,stop,peace,STOP
three2,stop,three,STOP
three2,stop,three2,STOP
three2,stop,three3,STOP
three2,stop,four,STOP
three2,stop,point,STOP
three2,stop,one_left,STOP
three2,stop,hand_left,STOP
three2,stop,one_right,STOP
three2,stop,hand_right,STOP
three2,stop,thumb_index,STOP
three2,stop,thumb_left,STOP
three2,stop,thumb_right,STOP
three2,stop,thumb_down,STOP
three2,stop,middle_finger,STOP
three2,stop,dislike,STOP
three2,stop,like,STOP
three2,stop,rock,STOP
three2,little_finger,palm,STOP
three2,little_finger,fist,STOP
three2,little_finger,stop,STOP
three2,little_finger,little_finger,DELIM
three2,little_finger,peace,DELIM
three2,little_finger,three,DELIM
three2,little_finger,three2,DELIM
three2,little_finger,three3,DELIM
three2,little_finger,four,DELIM
three2,little_finger,point,rotate_left
three2,little_finger,one_left,rotate_left
three2,little_finger,hand_left,rotate_left
three2,little_finger,one_right,rotate_right
three2,little_finger,hand_right,rotate_right
three2,little_finger,thumb_index,forward
three2,little_finger,thumb_left,rotate_left
three2,little_finger,thumb_right,rotate_right
three2,little_finger,thumb_down,backward
three2,little_finger,middle_finger,backward
three2,little_finger,dislike,backward
three2,little_finger,like,forward
three2,little_finger,rock,rotate_right
three2,peace,palm,STOP
three2,peace,fist,STOP
three2,peace,stop,STOP
three2,peace,little_finger,DELIM
three2,peace,peace,DELIM
three2,peace,three,DELIM
three2,peace,three2,DELIM
three2,peace,three3,DELIM
three2,peace,four,DELIM
three2,peace,point,rotate_left
three2,peace,one_left,rotate_left
three2,peace,hand_left,rotate_left
three2,peace,one_right,rotate_right
three2,peace,hand_right,rotate_right
three2,peace,thumb_index,forward
three2,peace,thumb_left,rotate_left
three2,peace,thumb_right,rotate_right
three2,peace,thumb_down,backward
three2,peace,middle_finger,backward
three2,peace,dislike,backward
three2,peace,like,forward
three2,peace,rock,rotate_right
three2,three,palm,STOP
three2,three,fist,STOP
three2,three,stop,STOP
three2,three,little_finger,DELIM
three2,three,peace,DELIM
three2,three,three,DELIM
three2,three,three2,DELIM
three2,three,three3,DELIM
three2,three,four,DELIM
three2,three,point,rotate_left
three2,three,one_left,rotate_left
three2,three,hand_left,rotate_left
three2,three,one_right,rotate_right
three2,three,hand_right,rotate_right
three2,three,thumb_index,forward
three2,three,thumb_left,rotate_left
three2,three,thumb_right,rotate_right
three2,three,thumb_down,backward
three2,three,middle_finger,backward
three2,three,dislike,backward
three2,three,like,forward
three2,three,rock,rotate_right
three2,three2,palm,STOP
three2,three2,fist,STOP
three2,three2,stop,STOP
three2,three2,little_finger,DELIM
three2,three2,peace,DELIM
three2,three2,three,DELIM
three2,three2,three2,DELIM
three2,three2,three3,DELIM
three2,three2,four,DELIM
three2,three2,point,rotate_left
three2,three2,one_left,rotate_left
three2,three2,hand_left,rotate_left
three2,three2,one_right,rotate_right
three2,three2,hand_right,rotate_right
three2,three2,thumb_index,forward
three2,three2,thumb_left,rotate_left
three2,three2,thumb_right,rotate_right
three2,three2,thumb_down,backward
three2,three2,middle_finger,backward
three2,three2,dislike,backward
three2,three2,like,forward
three2,three2,rock,rotate_right
three2,three3,palm,STOP
three2,three3,fist,STOP
three2,three3,stop,STOP
three2,three3,little_finger,DELIM
three2,three3,peace,DELIM
three2,three3,three,DELIM
three2,three3,three2,DELIM
three2,three3,three3,DELIM
three2,three3,four,DELIM
three2,three3,point,rotate_left
three2,three3,one_left,rotate_left
three2,three3,hand_left,rotate_left
three2,three3,one_right,rotate_right
three2,three3,hand_right,rotate_right
three2,three3,thumb_index,forward
three2,three3,thumb_left,rotate_left
three2,three3,thumb_right,rotate_right
three2,three3,thumb_down,backward
three2,three3,middle_finger,backward
three2,three3,dislike,backward
three2,three3,like,forward
three2,three3,rock,rotate_right
three2,four,palm,STOP
three2,four,fist,STOP
three2,four,stop,STOP
three2,four,little_finger,DELIM
three2,four,peace,DELIM
three2,four,three,DELIM
three2,four,three2,DELIM
three2,four,three3,DELIM
three2,four,four,DELIM
three2,four,point,rotate_left
three2,four,one_left,rotate_left
three2,four,hand_left,rotate_left
three2,four,one_right,rotate_right
three2,four,hand_right,rotate_right
three2,four,thumb_index,forward
three2,four,thumb_left,rotate_left
three2,four,thumb_right,rotate_right
three2,four,thumb_down,backward
three2,four,middle_finger,backward
three2,four,dislike,backward
three2,four,like,forward
three2,four,rock,rotate_right
three2,point,palm,STOP
three2,point,fist,STOP
three2,point,stop,STOP
three2,point,little_finger,rotate_left*1
three2,point,peace,rotate_left*2
three2,point,three,rotate_left*3
three2,point,three2,rotate_left*3
three2,point,three3,rotate_left*3
three2,point,four,rotate_left*4
three2,point,point,rotate_left
three2,point,one_left,rotate_left
three2,point,hand_left,rotate_left
three2,point,one_right,rotate_right
three2,point,hand_right,rotate_right
three2,point,thumb_index,forward
three2,point,thumb_left,rotate_left
three2,point,thumb_right,rotate_right
three2,point,thumb_down,backward
three2,point,middle_finger,backward
three2,point,dislike,backward
three2,point,like,forward
three2,point,rock,rotate_right
three2,one_left,palm,STOP
three2,one_left,fist,STOP
three2,one_left,stop,STOP
three2,one_left,little_finger,rotate_left*1
three2,one_left,peace,rotate_left*2
three2,one_left,three,rotate_left*3
three2,one_left,three2,rotate_left*3
three2,one_left,three3,rotate_left*3
three2,one_left,four,rotate_left*4
three2,one_left,point,rotate_left
three2,one_left,one_left,rotate_left
three2,one_left,hand_left,rotate_left
three2,one_left,one_right,rotate_right
three2,one_left,hand_right,rotate_right
three2,one_left,thumb_index,forward
three2,one_left,thumb_left,rotate_left
three2,one_left,thumb_right,rotate_right
three2,one_left,thumb_down,backward
three2,one_left,middle_finger,backward
three2,one_left,dislike,backward
three2,one_left,like,forward
three2,one_left,rock,rotate_right
three2,hand_left,palm,STOP
three2,hand_left,fist,STOP
three2,hand_left,stop,STOP
three2,hand_left,little_finger,rotate_left*1
three2,hand_left,peace,rotate_left*2
three2,hand_left,three,rotate_left*3
three2,hand_left,three2,rotate_left*3
three2,hand_left,three3,rotate_left*3
three2,hand_left,four,rotate_left*4
three2,hand_left,point,rotate_left
three2,hand_left,one_left,rotate_left
three2,hand_left,hand_left,rotate_left
three2,hand_left,one_right,rotate_right
three2,hand_left,hand_right,rotate_right
three2,hand_left,thumb_index,forward
three2,hand_left,thumb_left,rotate_left
three2,hand_left,thumb_right,rotate_right
three2,hand_left,thumb_down,backward
three2,hand_left,middle_finger,backward
three2,hand_left,dislike,backward
three2,hand_left,like,forward
three2,hand_left,rock,rotate_right
three2,one_right,palm,STOP
three2,one_right,fist,STOP
three2,one_right,stop,STOP
three2,one_right,little_finger,rotate_right*1
three2,one_right,peace,rotate_right*2
three2,one_right,three,rotate_right*3
three2,one_right,three2,rotate_right*3
three2,one_right,three3,rotate_right*3
three2,one_right,four,rotate_right*4
three2,one_right,point,rotate_left
three2,one_right,one_left,rotate_left
three2,one_right,hand_left,rotate_left
three2,one_right,one_right,rotate_right
three2,one_right,hand_right,rotate_right
three2,one_right,thumb_index,forward
three2,one_right,thumb_left,rotate_left
three2,one_right,thumb_right,rotate_right
three2,one_right,thumb_down,backward
three2,one_right,middle_finger,backward
three2,one_right,dislike,backward
three2,one_right,like,forward
three2,one_right,rock,rotate_right
three2,hand_right,palm,STOP
three2,hand_right,fist,STOP
three2,hand_right,stop,STOP
three2,hand_right,little_finger,rotate_right*1
three2,hand_right,peace,rotate_right*2
three2,hand_right,three,rotate_right*3
three2,hand_right,three2,rotate_right*3
three2,hand_right,three3,rotate_right*3
three2,hand_right,four,rotate_right*4
three2,hand_right,point,rotate_left
three2,hand_right,one_left,rotate_left
three2,hand_right,hand_left,rotate_left
three2,hand_right,one_right,rotate_right
three2,hand_right,hand_right,rotate_right
three2,hand_right,thumb_index,forward
three2,hand_right,thumb_left,rotate_left
three2,hand_right,thumb_right,rotate_right
three2,hand_right,thumb_down,backward
three2,hand_right,middle_finger,backward
three2,hand_right,dislike,backward
three2,hand_right,like,forward
three2,hand_right,rock,rotate_right
three2,thumb_index,palm,STOP
three2,thumb_index,fist,STOP
three2,thumb_index,stop,STOP
three2,thumb_index,little_finger,forward*1
three2,thumb_index,peace,forward*2
three2,thumb_index,three,forward*3
three2,thumb_index,three2,forward*3
three2,thumb_index,three3,forward*3
three2,thumb_index,four,forward*4
three2,thumb_index,point,rotate_left
three2,thumb_index,one_left,rotate_left
three2,thumb_index,hand_left,rotate_left
three2,thumb_index,one_right,rotate_right
three2,thumb_index,hand_right,rotate_right
three2,thumb_index,thumb_index,forward
three2,thumb_index,thumb_left,rotate_left
three2,thumb_index,thumb_right,rotate_right
three2,thumb_index,thumb_down,backward
three2,thumb_index,middle_finger,backward
three2,thumb_index,dislike,backward
three2,thumb_index,like,forward
three2,thumb_index,rock,rotate_right
three2,thumb_left,palm,STOP
three2,thumb_left,fist,STOP
three2,thumb_left,stop,STOP
three2,thumb_left,little_finger,rotate_left*1
three2,thumb_left,peace,rotate_left*2
three2,thumb_left,three,rotate_left*3
three2,thumb_left,three2,rotate_left*3
three2,thumb_left,three3,rotate_left*3
three2,thumb_left,four,rotate_left*4
three2,thumb_left,point,rotate_left
three2,thumb_left,one_left,rotate_left
three2,thumb_left,hand_left,rotate_left
three2,thumb_left,one_right,rotate_right
three2,thumb_left,hand_right,rotate_right
three2,thumb_left,thumb_index,forward
three2,thumb_left,thumb_left,rotate_left
three2,thumb_left,thumb_right,rotate_right
three2,thumb_left,thumb_down,backward
three2,thumb_left,middle_finger,backward
three2,thumb_left,dislike,backward
three2,thumb_left,like,forward
three2,thumb_left,rock,rotate_right
three2,thumb_right,palm,STOP
three2,thumb_right,fist,STOP
three2,thumb_right,stop,STOP
three2,thumb_right,little_finger,rotate_right*1
three2,thumb_right,peace,rotate_right*2
three2,thumb_right,three,rotate_right*3
three2,thumb_right,three2,rotate_right*3
three2,thumb_right,three3,rotate_right*3
three2,thumb_right,four,rotate_right*4
three2,thumb_right,point,rotate_left
three2,thumb_right,one_left,rotate_left
three2,thumb_right,hand_left,rotate_left
three2,thumb_right,one_right,rotate_right
three2,thumb_right,hand_right,rotate_right
three2,thumb_right,thumb_index,forward
three2,thumb_right,thumb_left,rotate_left
three2,thumb_right,thumb_right,rotate_right
three2,thumb_right,thumb_down,backward
three2,thumb_right,middle_finger,backward
three2,thumb_right,dislike,backward
three2,thumb_right,like,forward
three2,thumb_right,rock,rotate_right
three2,thumb_down,palm,STOP
three2,thumb_down,fist,STOP
three2,thumb_down,stop,STOP
three2,thumb_down,little_finger,backward*1
three2,thumb_down,peace,backward*2
three2,thumb_down,three,backward*3
three2,thumb_down,three2,backward*3
three2,thumb_down,three3,backward*3
three2,thumb_down,four,backward*4
three2,thumb_down,point,rotate_left
three2,thumb_down,one_left,rotate_left
three2,thumb_down,hand_left,rotate_left
three2,thumb_down,one_right,rotate_right
three2,thumb_down,hand_right,rotate_right
three2,thumb_down,thumb_index,forward
three2,thumb_down,thumb_left,rotate_left
three2,thumb_down,thumb_right,rotate_right
three2,thumb_down,thumb_down,backward
three2,thumb_down,middle_finger,backward
three2,thumb_down,dislike,backward
three2,thumb_down,like,forward
three2,thumb_down,rock,rotate_right
three2,middle_finger,palm,STOP
three2,middle_finger,fist,STOP
three2,middle_finger,stop,STOP
three2,middle_finger,little_finger,backward*1
three2,middle_finger,peace,backward*2
three2,middle_finger,three,backward*3
three2,middle_finger,three2,backward*3
three2,middle_finger,three3,backward*3
three2,middle_finger,four,backward*4
three2,middle_finger,point,rotate_left
three2,middle_finger,one_left,rotate_left
three2,middle_finger,hand_left,rotate_left
three2,middle_finger,one_right,rotate_right
three2,middle_finger,hand_right,rotate_right
three2,middle_finger,thumb_index,forward
three2,middle_finger,thumb_left,rotate_left
three2,middle_finger,thumb_right,rotate_right
three2,middle_finger,thumb_down,backward
three2,middle_finger,middle_finger,backward
three2,middle_finger,dislike,backward
three2,middle_finger,like,forward
three2,middle_finger,rock,rotate_right
three2,dislike,palm,STOP
three2,dislike,fist,STOP
three2,dislike,stop,STOP
three2,dislike,little_finger,backward*1
three2,dislike,peace,backward*2
three2,dislike,three,backward*3
three2,dislike,three2,backward*3
three2,dislike,three3,backward*3
three2,dislike,four,backward*4
three2,dislike,point,rotate_left
three2,dislike,one_left,rotate_left
three2,dislike,hand_left,rotate_left
three2,dislike,one_right,rotate_right
three2,dislike,hand_right,rotate_right
three2,dislike,thumb_index,forward
three2,dislike,thumb_left,rotate_left
three2,dislike,thumb_right,rotate_right
three2,dislike,thumb_down,backward
three2,dislike,middle_finger,backward
three2,dislike,dislike,backward
three2,dislike,like,forward
three2,dislike,rock,rotate_right
three2,like,palm,STOP
three2,like,fist,STOP
three2,like,stop,STOP
three2,like,little_finger,forward*1
three2,like,peace,forward*2
three2,like,three,forward*3
three2,like,three2,forward*3
three2,like,three3,forward*3
three2,like,four,forward*4
three2,like,point,rotate_left
three2,like,one_left,rotate_left
three2,like,hand_left,rotate_left
three2,like,one_right,rotate_right
three2,like,hand_right,rotate_right
three2,like,thumb_index,forward
three2,like,thumb_left,rotate_left
three2,like,thumb_right,rotate_right
three2,like,thumb_down,backward
three2,like,middle_finger,backward
three2,like,dislike,backward
three2,like,like,forward
three2,like,rock,rotate_right
three2,rock,palm,STOP
three2,rock,fist,STOP
three2,rock,stop,STOP
three2,rock,little_finger,rotate_right*1
three2,rock,peace,rotate_right*2
three2,rock,three,rotate_right*3
three2,rock,three2,rotate_right*3
three2,rock,three3,rotate_right*3
three2,rock,four,rotate_right*4
three2,rock,point,rotate_left
three2,rock,one_left,rotate_left
three2,rock,hand_left,rotate_left
three2,rock,one_right,rotate_right
three2,rock,hand_right,rotate_right
three2,rock,thumb_index,forward
three2,rock,thumb_left,rotate_left
three2,rock,thumb_right,rotate_right
three2,rock,thumb_down,backward
three2,rock,middle_finger,backward
three2,rock,dislike,backward
three2,rock,like,forward
three2,rock,rock,rotate_right
three3,palm,palm,STOP
three3,palm,fist,STOP
three3,palm,stop,STOP
three3,palm,little_finger,STOP
three3,palm,peace,STOP
three3,palm,three,STOP
three3,palm,three2,STOP
three3,palm,three3,STOP
three3,palm,four,STOP
three3,palm,point,STOP
three3,palm,one_left,STOP
three3,palm,hand_left,STOP
three3,palm,one_right,STOP
three3,palm,hand_right,STOP
three3,palm,thumb_index,STOP
three3,palm,thumb_left,STOP
three3,palm,thumb_right,STOP
three3,palm,thumb_down,STOP
three3,palm,middle_finger,STOP
three3,palm,dislike,STOP
three3,palm,like,STOP
three3,palm,rock,STOP
three3,fist,palm,STOP
three3,fist,fist,STOP
three3,fist,stop,STOP
three3,fist,little_finger,STOP
three3,fist,peace,STOP
three3,fist,three,STOP
three3,fist,three2,STOP
three3,fist,three3,STOP
three3,fist,four,STOP
three3,fist,point,STOP
three3,fist,one_left,STOP
three3,fist,hand_left,STOP
three3,fist,one_right,STOP
three3,fist,hand_right,STOP
three3,fist,thumb_index,STOP
three3,fist,thumb_left,STOP
three3,fist,thumb_right,STOP
three3,fist,thumb_down,STOP
three3,fist,middle_finger,STOP
three3,fist,dislike,STOP
three3,fist,like,STOP
three3,fist,rock,STOP
three3,stop,palm,STOP
three3,stop,fist,STOP
three3,stop,stop,STOP
three3,stop,little_finger,STOP
three3,stop,peace,STOP
three3,stop,three,STOP
three3,stop,three2,STOP
three3,stop,three3,STOP
three3,stop,four,STOP
three3,stop,point,STOP
three3,stop,one_left,STOP
three3,stop,hand_left,STOP
three3,stop,one_right,STOP
three3,stop,hand_right,STOP
three3,stop,thumb_index,STOP
three3,stop,thumb_left,STOP
three3,stop,thumb_right,STOP
three3,stop,thumb_down,STOP
three3,stop,middle_finger,STOP
three3,stop,dislike,STOP
three3,stop,like,STOP
three3,stop,rock,STOP
three3,little_finger,palm,STOP
three3,little_finger,fist,STOP
three3,little_finger,stop,STOP
three3,little_finger,little_finger,DELIM
three3,little_finger,peace,DELIM
three3,little_finger,three,DELIM
three3,little_finger,three2,DELIM
three3,little_finger,three3,DELIM
three3,little_finger,four,DELIM
three3,little_finger,point,rotate_left
three3,little_finger,one_left,rotate_left
three3,little_finger,hand_left,rotate_left
three3,little_finger,one_right,rotate_right
three3,little_finger,hand_right,rotate_right
three3,little_finger,thumb_index,forward
three3,little_finger,thumb_left,rotate_left
three3,little_finger,thumb_right,rotate_right
three3,little_finger,thumb_down,backward
three3,little_finger,middle_finger,backward
three3,little_finger,dislike,backward
three3,little_finger,like,forward
three3,little_finger,rock,rotate_right
three3,peace,palm,STOP
three3,peace,fist,STOP
three3,peace,stop,STOP
three3,peace,little_finger,DELIM
three3,peace,peace,DELIM
three3,peace,three,DELIM
three3,peace,three2,DELIM
three3,peace,three3,DELIM
three3,peace,four,DELIM
three3,peace,point,rotate_left
three3,peace,one_left,rotate_left
three3,peace,hand_left,rotate_left
three3,peace,one_right,rotate_right
three3,peace,hand_right,rotate_right
three3,peace,thumb_index,forward
three3,peace,thumb_left,rotate_left
three3,peace,thumb_right,rotate_right
three3,peace,thumb_down,backward
three3,peace,middle_finger,backward
three3,peace,dislike,backward
three3,peace,like,forward
three3,peace,rock,rotate_right
three3,three,palm,STOP
three3,three,fist,STOP
